split_id,partition,split_group
fold-00,train,DETERMINISTIC_BURST-l100-b5-s20260114
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260101
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260103
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260104
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260106
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260107
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260110
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260111
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260112
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260114
fold-00,train,FULLY_RANDOMIZED-l15-b1-s20260115
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260102
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260103
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260104
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260105
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260106
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260107
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260109
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260110
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260111
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260112
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260113
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260114
fold-00,train,FULLY_RANDOMIZED-l30-b1-s20260115
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260101
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260102
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260103
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260104
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260105
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260106
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260107
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260109
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260110
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260111
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260112
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260113
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260114
fold-00,train,FULLY_RANDOMIZED-l5-b1-s20260115
fold-00,train,RANDOMIC_BURST-l15-b10-s20260101
fold-00,train,RANDOMIC_BURST-l15-b10-s20260102
fold-00,train,RANDOMIC_BURST-l15-b10-s20260103
fold-00,train,RANDOMIC_BURST-l15-b10-s20260104
fold-00,train,RANDOMIC_BURST-l15-b10-s20260105
fold-00,train,RANDOMIC_BURST-l15-b3-s20260101
fold-00,train,RANDOMIC_BURST-l15-b3-s20260103
fold-00,train,RANDOMIC_BURST-l15-b3-s20260104
fold-00,train,RANDOMIC_BURST-l15-b5-s20260101
fold-00,train,RANDOMIC_BURST-l15-b5-s20260102
fold-00,train,RANDOMIC_BURST-l15-b5-s20260103
fold-00,train,RANDOMIC_BURST-l15-b5-s20260104
fold-00,train,RANDOMIC_BURST-l15-b5-s20260105
fold-00,train,RANDOMIC_BURST-l30-b10-s20260101
fold-00,train,RANDOMIC_BURST-l30-b10-s20260102
fold-00,train,RANDOMIC_BURST-l30-b10-s20260103
fold-00,train,RANDOMIC_BURST-l30-b10-s20260104
fold-00,train,RANDOMIC_BURST-l30-b10-s20260105
fold-00,train,RANDOMIC_BURST-l30-b3-s20260101
fold-00,train,RANDOMIC_BURST-l30-b3-s20260102
fold-00,train,RANDOMIC_BURST-l30-b3-s20260103
fold-00,train,RANDOMIC_BURST-l30-b3-s20260104
fold-00,train,RANDOMIC_BURST-l30-b3-s20260105
fold-00,train,RANDOMIC_BURST-l30-b5-s20260102
fold-00,train,RANDOMIC_BURST-l30-b5-s20260105
fold-00,train,RANDOMIC_BURST-l5-b10-s20260101
fold-00,train,RANDOMIC_BURST-l5-b10-s20260103
fold-00,train,RANDOMIC_BURST-l5-b10-s20260104
fold-00,train,RANDOMIC_BURST-l5-b10-s20260105
fold-00,train,RANDOMIC_BURST-l5-b3-s20260101
fold-00,train,RANDOMIC_BURST-l5-b3-s20260102
fold-00,train,RANDOMIC_BURST-l5-b3-s20260103
fold-00,train,RANDOMIC_BURST-l5-b3-s20260104
fold-00,train,RANDOMIC_BURST-l5-b3-s20260105
fold-00,train,RANDOMIC_BURST-l5-b5-s20260102
fold-00,train,RANDOMIC_BURST-l5-b5-s20260103
fold-00,train,RANDOMIC_BURST-l5-b5-s20260104
fold-00,train,RANDOMIC_MESSAGE-l15-b10-s20260101
fold-00,train,RANDOMIC_MESSAGE-l15-b10-s20260102
fold-00,train,RANDOMIC_MESSAGE-l15-b10-s20260105
fold-00,train,RANDOMIC_MESSAGE-l15-b3-s20260101
fold-00,train,RANDOMIC_MESSAGE-l15-b3-s20260103
fold-00,train,RANDOMIC_MESSAGE-l15-b3-s20260104
fold-00,train,RANDOMIC_MESSAGE-l15-b3-s20260105
fold-00,train,RANDOMIC_MESSAGE-l15-b5-s20260101
fold-00,train,RANDOMIC_MESSAGE-l15-b5-s20260102
fold-00,train,RANDOMIC_MESSAGE-l15-b5-s20260103
fold-00,train,RANDOMIC_MESSAGE-l15-b5-s20260104
fold-00,train,RANDOMIC_MESSAGE-l30-b10-s20260101
fold-00,train,RANDOMIC_MESSAGE-l30-b10-s20260102
fold-00,train,RANDOMIC_MESSAGE-l30-b10-s20260103
fold-00,train,RANDOMIC_MESSAGE-l30-b10-s20260104
fold-00,train,RANDOMIC_MESSAGE-l30-b10-s20260105
fold-00,train,RANDOMIC_MESSAGE-l30-b3-s20260101
fold-00,train,RANDOMIC_MESSAGE-l30-b3-s20260102
fold-00,train,RANDOMIC_MESSAGE-l30-b3-s20260104
fold-00,train,RANDOMIC_MESSAGE-l30-b3-s20260105
fold-00,train,RANDOMIC_MESSAGE-l30-b5-s20260101
fold-00,train,RANDOMIC_MESSAGE-l30-b5-s20260102
fold-00,train,RANDOMIC_MESSAGE-l30-b5-s20260103
fold-00,train,RANDOMIC_MESSAGE-l30-b5-s20260104
fold-00,train,RANDOMIC_MESSAGE-l30-b5-s20260105
fold-00,train,RANDOMIC_MESSAGE-l5-b10-s20260101
fold-00,train,RANDOMIC_MESSAGE-l5-b10-s20260102
fold-00,train,RANDOMIC_MESSAGE-l5-b10-s20260103
fold-00,train,RANDOMIC_MESSAGE-l5-b10-s20260104
fold-00,train,RANDOMIC_MESSAGE-l5-b10-s20260105
fold-00,train,RANDOMIC_MESSAGE-l5-b3-s20260102
fold-00,train,RANDOMIC_MESSAGE-l5-b3-s20260103
fold-00,train,RANDOMIC_MESSAGE-l5-b3-s20260104
fold-00,train,RANDOMIC_MESSAGE-l5-b3-s20260105
fold-00,train,RANDOMIC_MESSAGE-l5-b5-s20260101
fold-00,train,RANDOMIC_MESSAGE-l5-b5-s20260102
fold-00,train,RANDOMIC_MESSAGE-l5-b5-s20260103
fold-00,train,RANDOMIC_MESSAGE-l5-b5-s20260104
fold-00,train,RANDOMIC_MESSAGE-l5-b5-s20260105
fold-00,test,BENIGN_CONGESTION_LOSS-l15-s20260104
fold-00,test,BENIGN_CONGESTION_LOSS-l5-s20260103
fold-00,test,BENIGN_CONGESTION_LOSS-l5-s20260104
fold-00,test,BENIGN_DELAY-d100-s20260101
fold-00,test,BENIGN_DELAY-d100-s20260102
fold-00,test,BENIGN_DELAY-d25-s20260101
fold-00,test,BENIGN_DUPLICATION-l5-s20260102
fold-00,test,BENIGN_DUPLICATION-l5-s20260105
fold-00,test,BENIGN_JITTER-j20-s20260102
fold-00,test,BENIGN_JITTER-j20-s20260104
fold-00,test,BENIGN_JITTER-j20-s20260105
fold-00,test,BENIGN_JITTER-j5-s20260102
fold-00,test,BENIGN_LINK_FLAP-b3-s20260101
fold-00,test,BENIGN_LINK_FLAP-b3-s20260103
fold-00,test,BENIGN_LINK_FLAP-b5-s20260102
fold-00,test,BENIGN_LINK_FLAP-b5-s20260105
fold-00,test,BENIGN_QUEUE_OVERLOAD_BURST-b10-s20260103
fold-00,test,BENIGN_QUEUE_OVERLOAD_BURST-b3-s20260105
fold-00,test,BENIGN_QUEUE_OVERLOAD_BURST-b5-s20260102
fold-00,test,BENIGN_REORDERING-l15-s20260101
fold-00,test,BENIGN_REORDERING-l5-s20260104
fold-00,test,DETERMINISTIC_BURST-l100-b10-s20260109
fold-00,test,DETERMINISTIC_BURST-l100-b10-s20260113
fold-00,test,DETERMINISTIC_BURST-l100-b3-s20260103
fold-00,test,DETERMINISTIC_BURST-l100-b3-s20260106
fold-00,test,DETERMINISTIC_BURST-l100-b3-s20260115
fold-00,test,DETERMINISTIC_BURST-l100-b5-s20260102
fold-00,test,DETERMINISTIC_BURST-l100-b5-s20260106
fold-00,test,DETERMINISTIC_BURST-l100-b5-s20260108
fold-00,test,DETERMINISTIC_BURST-l100-b5-s20260113
fold-00,test,DETERMINISTIC_BURST-l100-b5-s20260115
fold-00,test,FULLY_RANDOMIZED-l15-b1-s20260102
fold-00,test,FULLY_RANDOMIZED-l15-b1-s20260105
fold-00,test,FULLY_RANDOMIZED-l15-b1-s20260108
fold-00,test,FULLY_RANDOMIZED-l15-b1-s20260109
fold-00,test,FULLY_RANDOMIZED-l15-b1-s20260113
fold-00,test,FULLY_RANDOMIZED-l30-b1-s20260101
fold-00,test,FULLY_RANDOMIZED-l30-b1-s20260108
fold-00,test,FULLY_RANDOMIZED-l5-b1-s20260108
fold-00,test,RANDOMIC_BURST-l15-b3-s20260102
fold-00,test,RANDOMIC_BURST-l15-b3-s20260105
fold-00,test,RANDOMIC_BURST-l30-b5-s20260101
fold-00,test,RANDOMIC_BURST-l30-b5-s20260103
fold-00,test,RANDOMIC_BURST-l30-b5-s20260104
fold-00,test,RANDOMIC_BURST-l5-b10-s20260102
fold-00,test,RANDOMIC_BURST-l5-b5-s20260101
fold-00,test,RANDOMIC_BURST-l5-b5-s20260105
fold-00,test,RANDOMIC_MESSAGE-l15-b10-s20260103
fold-00,test,RANDOMIC_MESSAGE-l15-b10-s20260104
fold-00,test,RANDOMIC_MESSAGE-l15-b3-s20260102
fold-00,test,RANDOMIC_MESSAGE-l15-b5-s20260105
fold-00,test,RANDOMIC_MESSAGE-l30-b3-s20260103
fold-00,test,RANDOMIC_MESSAGE-l5-b3-s20260101
fold-01,train,BENIGN_CONGESTION_LOSS-l15-s20260101
fold-01,train,BENIGN_CONGESTION_LOSS-l15-s20260102
fold-01,train,BENIGN_CONGESTION_LOSS-l15-s20260103
fold-01,train,BENIGN_CONGESTION_LOSS-l15-s20260104
fold-01,train,BENIGN_CONGESTION_LOSS-l15-s20260105
fold-01,train,BENIGN_CONGESTION_LOSS-l30-s20260102
fold-01,train,BENIGN_CONGESTION_LOSS-l30-s20260104
fold-01,train,BENIGN_CONGESTION_LOSS-l30-s20260105
fold-01,train,BENIGN_CONGESTION_LOSS-l5-s20260103
fold-01,train,BENIGN_CONGESTION_LOSS-l5-s20260104
fold-01,train,BENIGN_CONGESTION_LOSS-l5-s20260105
fold-01,train,BENIGN_DELAY-d100-s20260101
fold-01,train,BENIGN_DELAY-d100-s20260102
fold-01,train,BENIGN_DELAY-d100-s20260103
fold-01,train,BENIGN_DELAY-d100-s20260104
fold-01,train,BENIGN_DELAY-d25-s20260101
fold-01,train,BENIGN_DELAY-d25-s20260102
fold-01,train,BENIGN_DELAY-d25-s20260103
fold-01,train,BENIGN_DELAY-d25-s20260105
fold-01,train,BENIGN_DUPLICATION-l15-s20260101
fold-01,train,BENIGN_DUPLICATION-l15-s20260102
fold-01,train,BENIGN_DUPLICATION-l15-s20260103
fold-01,train,BENIGN_DUPLICATION-l15-s20260105
fold-01,train,BENIGN_DUPLICATION-l5-s20260101
fold-01,train,BENIGN_DUPLICATION-l5-s20260102
fold-01,train,BENIGN_DUPLICATION-l5-s20260103
fold-01,train,BENIGN_DUPLICATION-l5-s20260105
fold-01,train,BENIGN_JITTER-j20-s20260102
fold-01,train,BENIGN_JITTER-j20-s20260103
fold-01,train,BENIGN_JITTER-j20-s20260104
fold-01,train,BENIGN_JITTER-j20-s20260105
fold-01,train,BENIGN_JITTER-j5-s20260101
fold-01,train,BENIGN_JITTER-j5-s20260102
fold-01,train,BENIGN_JITTER-j5-s20260103
fold-01,train,BENIGN_JITTER-j5-s20260104
fold-01,train,BENIGN_JITTER-j5-s20260105
fold-01,train,BENIGN_LINK_FLAP-b10-s20260102
fold-01,train,BENIGN_LINK_FLAP-b10-s20260103
fold-01,train,BENIGN_LINK_FLAP-b10-s20260104
fold-01,train,BENIGN_LINK_FLAP-b10-s20260105
fold-01,train,BENIGN_LINK_FLAP-b3-s20260101
fold-01,train,BENIGN_LINK_FLAP-b3-s20260102
fold-01,train,BENIGN_LINK_FLAP-b3-s20260103
fold-01,train,BENIGN_LINK_FLAP-b3-s20260104
fold-01,train,BENIGN_LINK_FLAP-b3-s20260105
fold-01,train,BENIGN_LINK_FLAP-b5-s20260101
fold-01,train,BENIGN_LINK_FLAP-b5-s20260102
fold-01,train,BENIGN_LINK_FLAP-b5-s20260105
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b10-s20260102
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b10-s20260103
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b10-s20260104
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b10-s20260105
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b3-s20260101
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b3-s20260103
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b3-s20260104
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b3-s20260105
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b5-s20260102
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b5-s20260103
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b5-s20260104
fold-01,train,BENIGN_QUEUE_OVERLOAD_BURST-b5-s20260105
fold-01,train,BENIGN_REORDERING-l15-s20260101
fold-01,train,BENIGN_REORDERING-l15-s20260102
fold-01,train,BENIGN_REORDERING-l15-s20260103
fold-01,train,BENIGN_REORDERING-l15-s20260104
fold-01,train,BENIGN_REORDERING-l15-s20260105
fold-01,train,BENIGN_REORDERING-l5-s20260101
fold-01,train,BENIGN_REORDERING-l5-s20260102
fold-01,train,BENIGN_REORDERING-l5-s20260103
fold-01,train,BENIGN_REORDERING-l5-s20260104
fold-01,train,BENIGN_REORDERING-l5-s20260105
fold-01,train,DETERMINISTIC_BURST-l100-b10-s20260102
fold-01,train,DETERMINISTIC_BURST-l100-b10-s20260103
fold-01,train,DETERMINISTIC_BURST-l100-b10-s20260104
fold-01,train,DETERMINISTIC_BURST-l100-b10-s20260107
fold-01,train,DETERMINISTIC_BURST-l100-b10-s20260109
fold-01,train,DETERMINISTIC_BURST-l100-b10-s20260110
fold-01,train,DETERMINISTIC_BURST-l100-b10-s20260111
fold-01,train,DETERMINISTIC_BURST-l100-b10-s20260113
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260101
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260103
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260104
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260105
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260106
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260107
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260108
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260111
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260112
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260114
fold-01,train,DETERMINISTIC_BURST-l100-b3-s20260115
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260101
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260102
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260104
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260106
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260107
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260108
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260109
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260110
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260111
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260112
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260113
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260114
fold-01,train,DETERMINISTIC_BURST-l100-b5-s20260115
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260101
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260102
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260104
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260105
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260106
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260107
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260108
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260109
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260111
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260113
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260114
fold-01,train,FULLY_RANDOMIZED-l15-b1-s20260115
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260101
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260102
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260103
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260105
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260106
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260108
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260110
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260111
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260112
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260113
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260114
fold-01,train,FULLY_RANDOMIZED-l30-b1-s20260115
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260102
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260103
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260104
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260106
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260107
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260108
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260109
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260111
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260113
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260114
fold-01,train,FULLY_RANDOMIZED-l5-b1-s20260115
fold-01,train,RANDOMIC_BURST-l15-b10-s20260101
fold-01,train,RANDOMIC_BURST-l15-b10-s20260102
fold-01,train,RANDOMIC_BURST-l15-b10-s20260103
fold-01,train,RANDOMIC_BURST-l15-b10-s20260104
fold-01,train,RANDOMIC_BURST-l15-b3-s20260101
fold-01,train,RANDOMIC_BURST-l15-b3-s20260102
fold-01,train,RANDOMIC_BURST-l15-b3-s20260104
fold-01,train,RANDOMIC_BURST-l15-b3-s20260105
fold-01,train,RANDOMIC_BURST-l15-b5-s20260101
fold-01,train,RANDOMIC_BURST-l15-b5-s20260103
fold-01,train,RANDOMIC_BURST-l15-b5-s20260104
fold-01,train,RANDOMIC_BURST-l15-b5-s20260105
fold-01,train,RANDOMIC_BURST-l30-b10-s20260102
fold-01,train,RANDOMIC_BURST-l30-b10-s20260103
fold-01,train,RANDOMIC_BURST-l30-b10-s20260104
fold-01,train,RANDOMIC_BURST-l30-b10-s20260105
fold-01,train,RANDOMIC_BURST-l30-b3-s20260101
fold-01,train,RANDOMIC_BURST-l30-b3-s20260102
fold-01,train,RANDOMIC_BURST-l30-b3-s20260104
fold-01,train,RANDOMIC_BURST-l30-b3-s20260105
fold-01,train,RANDOMIC_BURST-l30-b5-s20260101
fold-01,train,RANDOMIC_BURST-l30-b5-s20260102
fold-01,train,RANDOMIC_BURST-l30-b5-s20260103
fold-01,train,RANDOMIC_BURST-l30-b5-s20260104
fold-01,train,RANDOMIC_BURST-l30-b5-s20260105
fold-01,train,RANDOMIC_BURST-l5-b10-s20260101
fold-01,train,RANDOMIC_BURST-l5-b10-s20260102
fold-01,train,RANDOMIC_BURST-l5-b10-s20260103
fold-01,train,RANDOMIC_BURST-l5-b10-s20260104
fold-01,train,RANDOMIC_BURST-l5-b10-s20260105
fold-01,train,RANDOMIC_BURST-l5-b3-s20260101
fold-01,train,RANDOMIC_BURST-l5-b3-s20260102
fold-01,train,RANDOMIC_BURST-l5-b3-s20260104
fold-01,train,RANDOMIC_BURST-l5-b5-s20260101
fold-01,train,RANDOMIC_BURST-l5-b5-s20260103
fold-01,train,RANDOMIC_BURST-l5-b5-s20260105
fold-01,train,RANDOMIC_MESSAGE-l15-b10-s20260101
fold-01,train,RANDOMIC_MESSAGE-l15-b10-s20260102
fold-01,train,RANDOMIC_MESSAGE-l15-b10-s20260103
fold-01,train,RANDOMIC_MESSAGE-l15-b10-s20260104
fold-01,train,RANDOMIC_MESSAGE-l15-b10-s20260105
fold-01,train,RANDOMIC_MESSAGE-l15-b3-s20260101
fold-01,train,RANDOMIC_MESSAGE-l15-b3-s20260102
fold-01,train,RANDOMIC_MESSAGE-l15-b3-s20260103
